epoch,loss_af,loss_ms,val_loss_af,val_loss_ms,coef_var_af,coef_var_ms
1.0,0.03764456720233084,0.23564889253273938,0.02382027448408983,0.17882955277507956,0.5289607048034668,0.7348414659500122
2.0,0.023393643075415135,0.17452709180346368,0.021120972499590027,0.16742397980256515,0.3363616168498993,0.705833375453949
3.0,0.020979259975451,0.15976523586811447,0.018658501417799428,0.1448341972448609,0.3258369266986847,0.6899664402008057
4.0,0.0198006893358898,0.151081842670697,0.018063104364343666,0.13959771103479646,0.3216213881969452,0.6802341341972351
5.0,0.01900767592777466,0.14508853885996897,0.01741925247267566,0.1348600729622624,0.3183627128601074,0.674423336982727
6.0,0.018541027978818268,0.14056530609938483,0.017232906572859395,0.13296843421730128,0.3162034749984741,0.6678964495658875
7.0,0.01810220298196735,0.13699136361570435,0.0169679373587397,0.13064390502192758,0.314174622297287,0.6648756861686707
8.0,0.017709597187687248,0.13416088550799274,0.016735106228258124,0.12800889509645375,0.3126676678657532,0.6612508893013
